filename,category,description,degradable,landfill_class,doc_fraction,estimated_mass_kg,methane_factor_kg_per_kg,ch4_kg,co2e_kg,energy_kwh,carbon_credits,hex_color,relative_path
Cardboard_144.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_144.jpg
Cardboard_145.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_145.jpg
Cardboard_146.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_146.jpg
Cardboard_147.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_147.jpg
Cardboard_148.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_148.jpg
Cardboard_149.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_149.jpg
Cardboard_15.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_15.jpg
Cardboard_150.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_150.jpg
Cardboard_151.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_151.jpg
Cardboard_152.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_152.jpg
Cardboard_153.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_153.jpg
Cardboard_154.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_154.jpg
Cardboard_155.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_155.jpg
Cardboard_156.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_156.jpg
Cardboard_157.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_157.jpg
Cardboard_158.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_158.jpg
Cardboard_159.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_159.jpg
Cardboard_16.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_16.jpg
Cardboard_160.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_160.jpg
Cardboard_161.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_161.jpg
Cardboard_162.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_162.jpg
Cardboard_163.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_163.jpg
Cardboard_164.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_164.jpg
Cardboard_165.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_165.jpg
Cardboard_166.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_166.jpg
Cardboard_167.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_167.jpg
Cardboard_168.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_168.jpg
Cardboard_169.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_169.jpg
Cardboard_17.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_17.jpg
Cardboard_170.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_170.jpg
Cardboard_171.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_171.jpg
Cardboard_172.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_172.jpg
Cardboard_173.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_173.jpg
Cardboard_174.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_174.jpg
Cardboard_175.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_175.jpg
Cardboard_176.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_176.jpg
Cardboard_177.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_177.jpg
Cardboard_178.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_178.jpg
Cardboard_179.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_179.jpg
Cardboard_18.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_18.jpg
Cardboard_180.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_180.jpg
Cardboard_181.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_181.jpg
Cardboard_182.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_182.jpg
Cardboard_183.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_183.jpg
Cardboard_184.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_184.jpg
Cardboard_185.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_185.jpg
Cardboard_186.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_186.jpg
Cardboard_187.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_187.jpg
Cardboard_188.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_188.jpg
Cardboard_189.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_189.jpg
Cardboard_19.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_19.jpg
Cardboard_190.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_190.jpg
Cardboard_191.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_191.jpg
Cardboard_192.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_192.jpg
Cardboard_193.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_193.jpg
Cardboard_194.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_194.jpg
Cardboard_195.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_195.jpg
Cardboard_196.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_196.jpg
Cardboard_197.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_197.jpg
Cardboard_198.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_198.jpg
Cardboard_199.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_199.jpg
Cardboard_2.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_2.jpg
Cardboard_20.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_20.jpg
Cardboard_200.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_200.jpg
Cardboard_201.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_201.jpg
Cardboard_202.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_202.jpg
Cardboard_203.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_203.jpg
Cardboard_204.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_204.jpg
Cardboard_205.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_205.jpg
Cardboard_206.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_206.jpg
Cardboard_207.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_207.jpg
Cardboard_208.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_208.jpg
Cardboard_209.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_209.jpg
Cardboard_21.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_21.jpg
Cardboard_210.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_210.jpg
Cardboard_211.jpg,Cardboard,"Corrugated cardboard boxes, packaging material",True,Slow-degrading organic,0.4,0.5,0.08,0.04,1.12,0.556,0.00112,#8d6e63,RealWaste/Cardboard/Cardboard_211.jpg
